,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.1,0.16666666666666666,0.037037037037037035,0.036036036036036036,0.031055900621118012,0.025974025974025976,0.030042918454935622,0.023121387283236993,0.025936599423631124,0.016863406408094434,0.01346389228886169,0.014018691588785047,0.010475423045930701,0.009635237439779766,0.009627727856225931,0.0075046904315197,0.007713248638838476,0.00590744995077125,0.005978602894902455,0.001585162875485456
1,1.0,1.0,0.75,0.5714285714285714,0.5555555555555556,0.4,0.4117647058823529,0.4444444444444444,0.4090909090909091,0.43478260869565216,0.4230769230769231,0.35294117647058826,0.29545454545454547,0.20588235294117646,0.21739130434782608,0.04664723032069971,0.037037037037037035,0.018163471241170535,0.014147431124348473,0.01488095238095238
2,0.125,0.0030303030303030303,0.0045385779122541605,0.0023378141437755697,0.0029205607476635513,0.003468208092485549,0.002241434518091579,0.001788109074653554,0.0020102747375474648,0.00117000117000117,0.0012637867647058824,0.0013785180930499712,0.0014754284417205765,0.001588021778584392,0.001673733541620174,0.0017851165904273123,0.0011575650279177449,0.0005987824756328798,0.0006271869016967056,0.0005505546838439729
3,0.029411764705882353,0.043478260869565216,0.038461538461538464,0.04040404040404041,0.05,0.05454545454545454,0.06306306306306306,0.07142857142857142,0.058823529411764705,0.06134969325153374,0.06321839080459771,0.06857142857142857,0.07222222222222222,0.07291666666666667,0.0528169014084507,0.054982817869415807,0.04735376044568245,0.017241379310344827,0.003871230643846781,0.0009669777111637577
4,0.043478260869565216,0.044444444444444446,0.037037037037037035,0.044444444444444446,0.04424778761061947,0.05263157894736842,0.056910569105691054,0.0625,0.059602649006622516,0.0390625,0.04150943396226415,0.031331592689295036,0.011373578302712161,0.008206330597889801,0.0029285435376805937,0.0031231700175678315,0.002950876583926402,0.003117962930885155,0.002381847812460825,0.001488316713796696
5,0.005917159763313609,0.008733624454148471,0.011904761904761904,0.008032128514056224,0.009823182711198428,0.005415162454873646,0.0063119927862939585,0.006289308176100629,0.007042253521126761,0.005885815185403178,0.005123428039124359,0.0032119914346895075,0.0034120734908136482,0.00359804677460807,0.002945797329143755,0.0031415668564696644,0.003301611963488056,0.0024573378839590444,0.0025935025935025936,0.0004882454898322877
6,0.004761904761904762,0.008,0.008797653958944282,0.005747126436781609,0.0063371356147021544,0.006936416184971098,0.0068560235063663075,0.007079646017699115,0.0063604240282685515,0.0030854674483184203,0.0033908754623921083,0.003626473254759746,0.003135552339604438,0.0019021739130434783,0.0020191142818683535,0.0013548988059954273,0.000842835894893406,0.0007377049180327869,0.000511991376987335,0.0004408782294330306
7,0.14285714285714285,0.2,0.1875,0.1111111111111111,0.1282051282051282,0.07792207792207792,0.0875,0.09876543209876543,0.10843373493975904,0.09900990099009901,0.07913669064748201,0.07017543859649122,0.07514450867052024,0.0707070707070707,0.05357142857142857,0.05144694533762058,0.05167173252279635,0.05341246290801187,0.0521978021978022,0.05235602094240838
8,0.0196078431372549,0.03571428571428571,0.008928571428571428,0.011627906976744186,0.012165450121654502,0.005581395348837209,0.005937234944868533,0.0065040650406504065,0.0054611650485436895,0.005834305717619603,0.004684838160136286,0.0032733224222585926,0.0033121019108280254,0.0032535440390425285,0.0034851301115241635,0.0032526936369180726,0.0028197047603250956,0.002984579671696236,0.0028696571514876907,0.0006357481165962046
9,0.1111111111111111,0.2,0.1875,0.0975609756097561,0.10204081632653061,0.1,0.1,0.08695652173913043,0.08571428571428572,0.08771929824561403,0.0873015873015873,0.06779661016949153,0.05963302752293578,0.056,0.04854368932038835,0.04819277108433735,0.030852994555353903,0.03163444639718805,0.01881188118811881,0.0028046557285093254
