,0
1181,32.0
1182,56.0
1183,27.0
1184,7.0
1185,7.0
1186,29.0
1187,14.0
1188,102.0
1189,4.0
1190,3.0
1191,1.0
1192,4.0
1193,6.0
1194,14.0
1195,19.0
1196,19.0
1197,7.0
1198,26.0
1199,7.0
1200,18.0
1201,8.0
1202,5.0
1203,46.0
1204,24.0
1205,131.0
1206,59.0
1207,7.0
1208,100.0
1209,6.0
1210,57.0
1211,5.0
1212,14.0
1213,17.0
1214,19.0
1215,29.0
1216,1.0
1217,8.0
1218,57.0
1219,17.0
1220,7.0
1221,21.0
1222,15.0
1223,11.0
1224,13.0
1225,23.0
1226,13.0
1227,6.0
1228,21.0
1229,660.0
1230,45.0
1231,45.0
1232,99.0
1233,7.0
1234,19.0
1235,15.0
1236,22.0
1237,11.0
1238,3.0
1239,6.0
1240,104.0
1241,21.0
1242,27.0
1243,5.0
1244,1.0
1245,148.0
1246,155.0
1247,60.0
1248,81.0
1249,3.0
1250,1.0
1251,83.0
1252,89.0
1253,37.0
1254,86.0
1255,3.0
1256,225.0
1257,16.0
1258,81.0
1259,86.0
1260,1.0
1261,5.0
1262,982.0
1263,1335.0
1264,3.0
1265,67.0
1266,7.0
1267,2.0
1268,276.0
1269,63.0
1270,1.0
1271,1.0
1272,1.0
1273,1.0
1274,645.0
1275,55.0
1276,1.0
1277,15.0
1278,63.0
1279,7.0
1280,36.0
1281,32.0
1282,32.0
1283,71.0
1284,72.0
1285,32.0
1286,35.0
1287,42.0
1288,45.0
1289,28.0
1290,26.0
1291,82.0
1292,33.0
1293,21.0
1294,46.0
1295,24.0
1296,34.0
1297,33.0
1298,57.0
1299,32.0
1300,12.0
1301,73.0
1302,102.0
1303,51.0
1304,144.0
1305,491.0
1306,1.0
1307,69.0
1308,8.0
1309,647.0
1310,16.0
1311,1.0
1312,10.0
1313,196.0
1314,146.0
1315,1.0
1316,7.0
1317,554.0
1318,847.0
1319,51.0
1320,119.0
1321,214.0
1322,61.0
1323,13.0
1324,514.0
1325,153.0
1326,185.0
1327,11.0
1328,165.0
1329,182.0
1330,1752.0
1331,177.0
1332,133.0
1333,556.0
1334,38.0
1335,9.0
1336,13.0
1337,84.0
1338,1552.0
1339,9.0
1340,8.0
1341,129.0
1342,40.0
1343,80.0
1344,4.0
1345,3.0
1346,46.0
1347,173.0
1348,74.0
1349,60.0
1350,123.0
1351,83.0
1352,4.0
1353,4.0
1354,161.0
1355,159.0
1356,9.0
1357,19.0
1358,20.0
1359,4.0
1360,24.0
1361,48.0
1362,74.0
1363,97.0
1364,317.0
1365,630.0
1366,247.0
1367,1543.0
1368,958.0
1369,615.0
1370,207.0
1371,60.0
1372,115.0
1373,259.0
1374,132.0
1375,188.0
1376,168.0
1377,2048.0
1378,201.0
1379,207.0
1380,4.0
1381,56.0
1382,58.0
1383,164.0
1384,32.0
1385,25.0
1386,1421.0
1387,3.0
1388,5.0
1389,42.0
1390,30.0
1391,9.0
1392,257.0
1393,142.0
1394,17.0
1395,17.0
1396,177.0
1397,52.0
1398,37.0
1399,5.0
1400,8.0
1401,101.0
1402,26.0
1403,18.0
1404,2505.0
1405,15.0
1406,13.0
1407,4.0
1408,8.0
1409,10.0
1410,164.0
1411,97.0
1412,30.0
1413,14.0
1414,112.0
1415,25.0
1416,40.0
1417,97.0
1418,4.0
1419,26.0
1420,20.0
1421,252.0
1422,653.0
1423,137.0
1424,460.0
1425,17.0
1426,46.0
1427,713.0
1428,796.0
1429,303.0
1430,76.0
1431,62.0
1432,2791.0
1433,91.0
1434,57.0
1435,3.0
1436,146.0
1437,78.0
1438,324.0
1439,303.0
1440,28.0
1441,2.0
1442,2.0
1443,2.0
1444,5.0
1445,3.0
1446,22.0
1447,4.0
1448,3.0
1449,8.0
1450,21.0
1451,2.0
1452,3.0
1453,8.0
1454,2.0
1455,5.0
1456,8.0
1457,2.0
1458,3.0
1459,3.0
1460,67.0
1461,34.0
1462,318.0
1463,47.0
1464,17.0
1465,13.0
1466,43.0
1467,41.0
1468,33.0
1469,133.0
1470,5.0
1471,9.0
1472,56.0
1473,57.0
1474,171.0
1475,8.0
1476,5.0
1477,43.0
1478,43.0
1479,5.0
1480,16.0
1481,166.0
1482,41.0
1483,4.0
1484,25.0
1485,42.0
1486,4.0
1487,2.0
1488,5.0
1489,17.0
1490,35.0
1491,46.0
1492,32.0
1493,2.0
1494,39.0
1495,89.0
1496,2.0
1497,34.0
1498,2.0
1499,17.0
1500,275.0
1501,115.0
1502,1108.0
1503,1586.0
1504,2724.0
1505,989.0
1506,669.0
1507,1891.0
1508,1696.0
1509,626.0
1510,280.0
1511,1505.0
1512,114.0
1513,1873.0
1514,38.0
1515,215.0
1516,1455.0
1517,1378.0
1518,280.0
1519,989.0
1520,35.0
1521,2.0
1522,11.0
1523,1.0
1524,64.0
1525,2403.0
1526,51.0
1527,16.0
1528,2.0
1529,23.0
1530,395.0
1531,51.0
1532,9.0
1533,1143.0
1534,14.0
1535,5.0
1536,929.0
1537,16.0
1538,51.0
1539,23.0
1540,294.0
1541,413.0
1542,2633.0
1543,431.0
1544,9.0
1545,11.0
1546,27.0
1547,212.0
1548,171.0
1549,4.0
1550,6.0
1551,3.0
1552,10.0
1553,154.0
1554,41.0
1555,2873.0
1556,2.0
1557,185.0
1558,4.0
1559,212.0
1560,151.0
1561,36.0
1562,53.0
1563,1189.0
1564,1001.0
1565,39.0
1566,137.0
1567,40.0
1568,309.0
1569,399.0
1570,48.0
1571,492.0
1572,90.0
1573,410.0
1574,185.0
1575,3.0
1576,7.0
1577,101.0
1578,90.0
1579,185.0
1580,1.0
1581,2.0
1582,515.0
1583,2.0
1584,4.0
1585,5.0
1586,116.0
1587,9.0
1588,2.0
1589,1.0
1590,16.0
1591,48.0
1592,1.0
1593,3.0
1594,23.0
1595,2.0
1596,1.0
1597,9.0
1598,2.0
1599,2.0
1600,486.0
1601,243.0
1602,328.0
1603,16.0
1604,306.0
1605,167.0
1606,126.0
1607,167.0
1608,176.0
1609,57.0
1610,81.0
1611,39.0
1612,14.0
1613,64.0
1614,475.0
1615,85.0
1616,53.0
1617,57.0
1618,14.0
1619,85.0
1620,40.0
1621,12.0
1622,43.0
1623,1642.0
1624,78.0
1625,73.0
1626,7.0
1627,88.0
1628,27.0
1629,33.0
1630,28.0
1631,20.0
1632,2.0
1633,5.0
1634,11.0
1635,57.0
1636,10.0
1637,32.0
1638,39.0
1639,40.0
1640,7.0
1641,2.0
1642,7.0
1643,14.0
1644,13.0
1645,11.0
1646,12.0
1647,14.0
1648,6.0
1649,13.0
1650,8.0
1651,12.0
1652,15.0
1653,17.0
1654,11.0
1655,9.0
1656,1825.0
1657,12.0
1658,13.0
1659,8.0
1660,7.0
1661,8.0
1662,5.0
1663,9.0
1664,6.0
1665,15.0
1666,10.0
1667,12.0
1668,10.0
1669,6.0
1670,12.0
1671,6.0
1672,8.0
1673,5.0
1674,10.0
1675,3.0
1676,6.0
1677,7.0
1678,10.0
1679,6.0
1680,12.0
1681,22.0
1682,9.0
1683,9.0
1684,6.0
1685,8.0
1686,6.0
1687,12.0
1688,10.0
1689,3.0
1690,6.0
1691,4.0
1692,47.0
1693,8.0
1694,12.0
1695,10.0
1696,13.0
1697,12.0
1698,4.0
1699,9.0
1700,38.0
1701,60.0
1702,253.0
1703,57.0
1704,16.0
1705,6.0
1706,15.0
1707,20.0
1708,17.0
1709,14.0
1710,38.0
1711,19.0
1712,55.0
1713,12.0
1714,23.0
1715,15.0
1716,14.0
1717,17.0
1718,14.0
1719,14.0
1720,11.0
1721,6.0
1722,8.0
1723,11.0
1724,10.0
1725,9.0
1726,8.0
1727,8.0
1728,12.0
1729,8.0
1730,8.0
1731,7.0
1732,8.0
1733,7.0
1734,8.0
1735,8.0
1736,10.0
1737,8.0
1738,8.0
1739,11.0
1740,15.0
1741,49.0
1742,276.0
1743,99.0
1744,354.0
1745,335.0
1746,116.0
1747,316.0
1748,178.0
1749,273.0
1750,81.0
1751,224.0
1752,921.0
1753,566.0
1754,473.0
1755,211.0
1756,582.0
1757,305.0
1758,131.0
1759,582.0
1760,69.0
1761,2.0
1762,4.0
1763,1.0
1764,5.0
1765,3.0
1766,278.0
1767,1.0
1768,2.0
1769,10.0
1770,2.0
1771,3.0
1772,3.0
1773,34.0
1774,22.0
1775,2.0
1776,4.0
1777,3.0
1778,21.0
1779,69.0
1780,5.0
1781,1.0
1782,1.0
1783,430.0
1784,1.0
1785,46.0
1786,1.0
1787,269.0
1788,269.0
1789,56.0
1790,1.0
1791,216.0
1792,569.0
1793,50.0
1794,23.0
1795,1.0
1796,185.0
1797,92.0
1798,1924.0
1799,1.0
1800,14.0
1801,24.0
1802,29.0
1803,13.0
1804,50.0
1805,24.0
1806,30.0
1807,40.0
1808,46.0
1809,19.0
1810,31.0
1811,37.0
1812,15.0
1813,19.0
1814,20.0
1815,13.0
1816,20.0
1817,27.0
1818,50.0
1819,20.0
1820,418.0
1821,13.0
1822,9.0
1823,12.0
1824,7.0
1825,8.0
1826,14.0
1827,8.0
1828,13.0
1829,11.0
1830,124.0
1831,7.0
1832,13.0
1833,12.0
1834,14.0
1835,15.0
1836,40.0
1837,232.0
1838,8.0
1839,13.0
1840,2.0
1841,3.0
1842,5.0
1843,1.0
1844,2.0
1845,6.0
1846,7.0
1847,6.0
1848,22.0
1849,4.0
1850,6.0
1851,11.0
1852,71.0
1853,5.0
1854,2.0
1855,5.0
1856,6.0
1857,5.0
1858,11.0
1859,2.0
1860,154.0
1861,289.0
1862,364.0
1863,1162.0
1864,1393.0
1865,288.0
1866,191.0
1867,251.0
1868,77.0
1869,100.0
1870,43.0
1871,52.0
1872,26.0
1873,163.0
1874,447.0
1875,143.0
1876,270.0
1877,36.0
1878,55.0
1879,77.0
1880,12.0
1881,15.0
1882,37.0
1883,8.0
1884,15.0
1885,8.0
1886,7.0
1887,14.0
1888,16.0
1889,21.0
1890,21.0
1891,14.0
1892,27.0
1893,5.0
1894,2.0
1895,6.0
1896,248.0
1897,9.0
1898,15.0
1899,8.0
1900,1905.0
1901,128.0
1902,156.0
1903,286.0
1904,397.0
1905,49.0
1906,150.0
1907,40.0
1908,77.0
1909,7.0
1910,46.0
1911,80.0
1912,16.0
1913,5.0
1914,19.0
1915,12.0
1916,36.0
1917,15.0
1918,253.0
1919,19.0
1920,518.0
1921,1588.0
1922,249.0
1923,115.0
1924,40.0
1925,305.0
1926,173.0
1927,678.0
1928,2.0
1929,245.0
1930,72.0
1931,18.0
1932,41.0
1933,53.0
1934,92.0
1935,267.0
1936,305.0
1937,245.0
1938,249.0
1939,1588.0
1940,22.0
1941,170.0
1942,63.0
1943,107.0
1944,574.0
1945,420.0
1946,1311.0
1947,57.0
1948,14.0
1949,19.0
1950,42.0
1951,13.0
1952,1597.0
1953,27.0
1954,22.0
1955,28.0
1956,10.0
1957,6.0
1958,579.0
1959,7.0
1960,6.0
1961,2.0
1962,4.0
1963,11.0
1964,12.0
1965,236.0
1966,10.0
1967,38.0
1968,1.0
1969,1.0
1970,1.0
1971,5.0
1972,7.0
1973,3.0
1974,11.0
1975,1.0
1976,9.0
1977,1.0
1978,4.0
1979,1.0
1980,105.0
1981,60.0
1982,91.0
1983,21.0
1984,48.0
1985,4.0
1986,10.0
1987,148.0
1988,49.0
1989,49.0
1990,19.0
1991,21.0
1992,2.0
1993,5.0
1994,33.0
1995,416.0
1996,13.0
1997,3.0
1998,2.0
1999,423.0
2000,898.0
2001,13.0
2002,16.0
2003,2.0
2004,2.0
2005,1.0
2006,1.0
2007,173.0
2008,83.0
2009,51.0
2010,31.0
2011,154.0
2012,8.0
2013,8.0
2014,24.0
2015,157.0
2016,83.0
2017,127.0
2018,93.0
2019,898.0
2020,1291.0
2021,326.0
2022,1622.0
2023,1691.0
2024,797.0
2025,1985.0
2026,312.0
2027,799.0
2028,104.0
2029,582.0
2030,295.0
2031,117.0
2032,27.0
2033,530.0
2034,18.0
2035,2293.0
2036,1975.0
2037,1894.0
2038,1291.0
2039,117.0
2040,2.0
2041,2.0
2042,1.0
2043,1.0
2044,1.0
2045,1.0
2046,2.0
2047,4.0
2048,1.0
2049,1.0
2050,2.0
2051,3.0
2052,1.0
2053,1.0
2054,1.0
2055,1.0
2056,2.0
2057,1.0
2058,1.0
2059,1.0
2060,361.0
2061,7.0
2062,705.0
2063,683.0
2064,36.0
2065,159.0
2066,159.0
2067,109.0
2068,540.0
2069,7.0
2070,8.0
2071,205.0
2072,7.0
2073,149.0
2074,329.0
2075,176.0
2076,705.0
2077,205.0
2078,540.0
2079,705.0
2080,23.0
2081,12.0
2082,12.0
2083,12.0
2084,9.0
2085,14.0
2086,6.0
2087,10.0
2088,12.0
2089,8.0
2090,10.0
2091,7.0
2092,15.0
2093,9.0
2094,12.0
2095,14.0
2096,11.0
2097,7.0
2098,12.0
2099,9.0
2100,135.0
2101,173.0
2102,10.0
2103,4.0
2104,404.0
2105,8.0
2106,3.0
2107,6.0
2108,3.0
2109,3.0
2110,1.0
2111,4.0
2112,3.0
2113,3.0
2114,1.0
2115,4.0
2116,15.0
2117,35.0
2118,3.0
2119,3.0
2120,759.0
2121,4.0
2122,74.0
2123,1.0
