,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
137,389.0,390.0,550.0,1693.0,1754.0,2142.0,2173.0,2251.0,2572.0,2645.0,2646.0,3883.0,4110.0,4472.0,5064.0,7015.0,7967.0,8385.0,15948.0,23924.0
138,5.0,6.0,7.0,10.0,36.0,190.0,191.0,279.0,357.0,512.0,678.0,773.0,774.0,775.0,776.0,890.0,1529.0,3706.0,3946.0,17985.0
139,246.0,276.0,729.0,896.0,2053.0,2054.0,2428.0,2906.0,3864.0,4298.0,4397.0,5985.0,6947.0,7404.0,9996.0,14795.0,22527.0,30680.0,32649.0,33723.0
140,29.0,100.0,143.0,169.0,170.0,832.0,1211.0,1537.0,2844.0,3027.0,6368.0,8174.0,8663.0,8929.0,9378.0,12344.0,12528.0,14335.0,16818.0,17748.0
141,1.0,2.0,10.0,24.0,39.0,43.0,49.0,67.0,156.0,157.0,158.0,180.0,232.0,233.0,507.0,520.0,3581.0,13704.0,14647.0,22317.0
142,1.0,9.0,12.0,13.0,15.0,16.0,17.0,18.0,19.0,26.0,31.0,36.0,42.0,58.0,197.0,480.0,3500.0,3501.0,20285.0,24416.0
143,1.0,14.0,19.0,25.0,37.0,40.0,85.0,103.0,194.0,383.0,408.0,520.0,852.0,954.0,1861.0,2360.0,3455.0,5988.0,15063.0,33257.0
144,82.0,210.0,281.0,363.0,384.0,418.0,427.0,503.0,572.0,766.0,965.0,1119.0,1468.0,2036.0,2636.0,4690.0,9681.0,9682.0,28031.0,32214.0
145,69.0,276.0,355.0,357.0,431.0,463.0,585.0,946.0,1046.0,2921.0,3324.0,3416.0,4232.0,4233.0,6245.0,6246.0,6247.0,8622.0,12033.0,18751.0
146,256.0,259.0,318.0,379.0,521.0,528.0,572.0,1143.0,1171.0,2034.0,2223.0,2242.0,2388.0,2970.0,3420.0,3539.0,6595.0,8274.0,12404.0,20906.0
147,610.0,766.0,867.0,868.0,1003.0,1096.0,1097.0,1262.0,2005.0,2006.0,2103.0,3029.0,3030.0,4165.0,4263.0,7199.0,21392.0,46995.0,46996.0,49900.0
148,19.0,30.0,42.0,46.0,47.0,65.0,66.0,72.0,75.0,100.0,101.0,114.0,125.0,137.0,192.0,193.0,195.0,313.0,406.0,13275.0
149,33.0,68.0,87.0,97.0,98.0,119.0,124.0,158.0,159.0,175.0,176.0,182.0,212.0,248.0,480.0,564.0,856.0,2260.0,6519.0,44215.0
150,1.0,2.0,16.0,57.0,69.0,76.0,79.0,81.0,82.0,107.0,155.0,272.0,347.0,675.0,852.0,1007.0,1199.0,1200.0,1389.0,4855.0
151,39.0,141.0,142.0,233.0,355.0,360.0,713.0,797.0,1435.0,1436.0,2457.0,2666.0,2903.0,3151.0,3524.0,3785.0,16659.0,16661.0,43327.0,43363.0
152,41.0,54.0,55.0,231.0,305.0,621.0,1204.0,1252.0,1410.0,1964.0,2215.0,2886.0,4442.0,5638.0,9825.0,21026.0,21197.0,48098.0,52465.0,52466.0
153,3119.0,3232.0,3830.0,4035.0,4467.0,4468.0,4469.0,5075.0,5474.0,5892.0,6079.0,7989.0,8872.0,8873.0,9010.0,10890.0,16273.0,20207.0,20238.0,26338.0
